causa,nivel,justificacion_medica,cie10,confianza,frecuencia,pct_cobertura,origen
HISTORIA PERSONAL DE USO (PRESENTE) DE OTROS MEDICAMENTOS POR LARGO TIEMPO,1,Código administrativo de seguimiento ambulatorio,Z92.2,alta,2.0,0.0,sample_1000
OTRAS ANOFTALMÍAS,2,Malformación ocular congénita que requiere manejo oftalmológico especializado,Q11.1,alta,2.0,0.0,sample_1000
DESEQUILIBRIO DE LOS CONSTITUYENTES EN LA DIETA,1,Problema nutricional de manejo ambulatorio,E63.1,alta,2.0,0.0,sample_1000
PARÁLISIS FACIAL DE NEURONA MOTORA SUPERIOR,2,Parálisis facial central por evento cerebrovascular que requiere hospitalización,G51,media,2.0,0.0,sample_1000
PRESENCIA DE IMPLANTES DE RAÍZ DE DIENTE Y DE MANDÍBULA,1,"Seguimiento ambulatorio de implantes dentales, no requiere hospitalización",Z96.5,alta,2.0,0.0,sample_1000
ESTENOSIS NO REUMATICA (DE LA VALVULA) TRICUSPIDE),3,Valvulopatía que puede requerir cirugía cardiaca de alta complejidad,I36.0,alta,2.0,0.0,sample_1000
EFECTOS ADVERSOS DE CEFALOSPORINAS Y OTROS ANTIBIO,1,Reacción adversa a antibióticos manejable ambulatoriamente con suspensión del fármaco y tratamiento sintomático,T36.1,media,2.0,0.0,sample_1000
SÍNDROME DEL ABDOMEN EN CIRUELA PASA,3,Malformación congénita compleja de pared abdominal que requiere cirugía especializada,Q79.4,alta,2.0,0.0,sample_1000
ICTERICIA NEONATAL DEBIDA A HEMORRAGIA,2,"Ictericia patológica neonatal que requiere hospitalización y fototerapia, posible transfusión",P58,alta,2.0,0.0,sample_1000
"TRASTORNO NO REUMÁTICO DE LA VÁLVULA TRICÚSPIDE, NO ESPECIFICADO",3,Valvulopatía que puede requerir manejo cardiológico especializado o cirugía,I07.9,alta,2.0,0.0,sample_1000
OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES: VIVIENDA,3,Asfixia mecánica grave que requiere manejo urgente de vía aérea y UCI,W76.0,alta,2.0,0.0,sample_1000
OTRAS ENFERMEDADES INFLAMATORIAS DE LA VAGINA Y DE,1,Vaginitis o vulvovaginitis de manejo ambulatorio con tratamiento tópico,N76,media,2.0,0.0,sample_1000
ALCALOSIS,2,Trastorno hidroelectrolítico que requiere hospitalización para corrección y monitoreo,E87.3,alta,2.0,0.0,sample_1000
RUPTURA DE LAS CUERDAS TENDINOSAS COMO COMPLICACIÓN PRESENTE POSTERIOR AL INFARTO AGUDO DEL MIOCARDIO,3,Complicación mecánica cardiaca post-infarto que requiere manejo en UCI y probable cirugía cardiovascular urgente,I23.4,alta,2.0,0.0,sample_1000
OTROS AHOGAMIENTOS Y SUMERSIONES ESPECIFICADOS,3,Emergencia respiratoria que requiere manejo inmediato en urgencias y cuidados intensivos,T75.1,alta,2.0,0.0,sample_1000
"MALFORMACION CONGENITA DEL APARATO URINARIO, NO ESPECIFICADA",3,Malformación genitourinaria congénita que puede requerir cirugía urológica pediátrica,Q64.9,alta,2.0,0.0,sample_1000
OTROS TRASTORNOS DEL HUMOR [AFECTIVOS] PERSISTENTES,1,Trastorno psiquiátrico de manejo ambulatorio con psiquiatría,F34,alta,2.0,0.0,sample_1000
HEMIPLEJIA,3,"Parálisis de medio cuerpo que sugiere evento cerebrovascular, requiere UCI y neurología",G81,alta,2.0,0.0,sample_1000
"CONTACTO CON AIRE Y GASES CALIENTES, VIVIENDA",2,Quemadura por inhalación que requiere hospitalización y manejo de vía aérea,X14.0,alta,2.0,0.0,sample_1000
"TRASTORNO LOCALIZADO DEL TEJIDO CONJUNTIVO, NO ESPECIFICADO",1,Trastorno del tejido conectivo de manejo ambulatorio por reumatología,M79.9,media,2.0,0.0,sample_1000
PRESENCIA DE DISPOSITIVO PARA DRENAJE DE LÍQUIDO CEFALORRAQUÍDEO,2,Paciente con válvula de derivación ventricular que requiere seguimiento neuroquirúrgico,Z98.2,alta,2.0,0.0,sample_1000
NECESIDAD DE ASISTENCIA DEBIDA A MOVILIDAD REDUCIDA,1,"Código administrativo de discapacidad, manejo ambulatorio",Z74.0,alta,2.0,0.0,sample_1000
"CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA",2,Herida cortante que puede requerir sutura y evaluación hospitalaria,Y28,media,2.0,0.0,sample_1000
"INFECCIÓN Y REACCIÓN INFLAMATORIA DEBIDAS A OTROS DISPOSITIVOS PROTÉSICOS, IMPLANTES E INJERTOS INTERNOS",2,Complicación de dispositivos que requiere hospitalización para antibióticos y posible retiro del implante,T85.7,alta,2.0,0.0,sample_1000
CONTACTO CON Y EXPOSICIÓN A HEPATITIS VIRAL,1,Exposición viral que requiere evaluación ambulatoria y posible profilaxis,Z20.5,alta,2.0,0.0,sample_1000
AMPUTACIÓN TRAUMÁTICA EN ALGÚN NIVEL ENTRE LA CADERA Y LA RODILLA,3,"Trauma grave que requiere cirugía de urgencia, UCI y rehabilitación prolongada",S78,alta,2.0,0.0,sample_1000
OTROS EFECTOS DE LA REDUCCION DE LA TEMPERATURA,2,Lesión por frío que requiere hospitalización para recalentamiento y manejo de complicaciones,T69.8,media,2.0,0.0,sample_1000
OTRAS ANORMALIDADES DE LAS PROTEINAS PLASMATICAS,1,Hallazgo de laboratorio que requiere estudio ambulatorio para identificar causa subyacente,R77.8,media,2.0,0.0,sample_1000
"AHOGAMIENTO Y SUMERSIÓN, DE INTENCIÓN NO DETERMINADA, INSTITUCIÓN RESIDENCIAL",3,Emergencia respiratoria que requiere manejo inmediato en urgencias y cuidados intensivos,Y21.1,alta,2.0,0.0,sample_1000
SINDROME DE EDWARDS Y SINDROME DE PATAU,3,Cromosomopatía grave que requiere manejo paliativo en unidad de cuidados intensivos neonatales,Q91,alta,2.0,0.0,sample_1000
OTROS TRASTORNOS NEURÓTICOS ESPECIFICADOS,1,Trastorno psiquiátrico manejable con psicoterapia y farmacoterapia ambulatoria,F48.8,alta,2.0,0.0,sample_1000
TRASTORNOS DEL OIDO EXTERNO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,1,Otitis externa secundaria de manejo ambulatorio,H62,media,2.0,0.0,sample_1000
"AGENESIA RENAL, SIN OTRA ESPECIFICACIÓN",3,Malformación congénita grave que requiere seguimiento nefrológico especializado y posible diálisis/trasplante,Q60.2,alta,1.0,0.0,sample_1000
COMPLICACIONES VENOSAS Y HEMORROIDES EN EL PUERPERIO,2,Complicación postparto que requiere manejo hospitalario y posible procedimiento quirúrgico,O87.2,alta,1.0,0.0,sample_1000
INTOXICACIÓN ALCOHÓLICA LEVE,1,Intoxicación menor generalmente manejada ambulatoriamente con observación,F10.0,alta,1.0,0.0,sample_1000
FISTULA CONGENITA ENTRE EL UTERO Y EL TRACTO DIGESTIVO Y URINARIO,3,Malformación congénita compleja que requiere cirugía reconstructiva especializada,Q51.7,alta,1.0,0.0,sample_1000
CONTACTO CON Y EXPOSICION AL VIRUS DE LA INMUNODEF,1,Código de contacto preventivo manejado ambulatoriamente con estudios y seguimiento,Z20,baja,1.0,0.0,sample_1000
ATROFIA ÓPTICA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,3,Complicación neuroftalmológica que requiere manejo especializado en oftalmología y neurología,H48.8,alta,1.0,0.0,sample_1000
ESCOLIOSIS TORACOGENICA,2,Deformidad espinal que puede requerir cirugía ortopédica correctiva,M41.3,alta,1.0,0.0,sample_1000
ACCIDENTE DE EMBARCACION QUE CAUSA AHOGAMIENTO Y SUMERSION: BARCO MERCANTE,3,Código de causa externa; ahogamiento requiere manejo urgente en UCI,V90.3,alta,1.0,0.0,sample_1000
"CONTACTO TRAUMÁTICO CON OTROS ARTRÓPODOS VENENOSOS, COMERCIO Y ÁREA DE SERVICIOS",2,Código de causa externa; lesión por animal venenoso puede requerir hospitalización para antiveneno,X23.2,media,1.0,0.0,sample_1000
"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES FEMENINOS, NIVEL ANORMAL DE HORMONAS",1,Hallazgo de laboratorio que requiere seguimiento ambulatorio,R87.6,alta,1.0,0.0,sample_1000
DISPARO DE ARMA CORTA: LUGAR NO ESPECIFICADO,3,Código de causa externa; lesión por arma de fuego requiere manejo hospitalario urgente o UCI,X93.9,alta,1.0,0.0,sample_1000
"PRIVACIÓN DE AGUA, VIVIENDA",3,Emergencia por deshidratación severa que requiere hospitalización para rehidratación intravenosa,X54.0,alta,1.0,0.0,sample_1000
HISTORIA PERSONAL DE OTRAS ENFERMEDADES Y AFECCIONES,1,Código de antecedente personal usado en consulta ambulatoria preventiva,Z87.8,alta,1.0,0.0,sample_1000
ANEMIA POR DEFICIENCIA DE VITAMINA B12 DEBIDA A MALA ABSORCIÓN SELECTIVA DE VITAMINA B12 CON PROTEINURIA,3,Anemia compleja con afección renal que requiere estudios especializados y manejo hospitalario,D51.1,alta,1.0,0.0,sample_1000
DEFICIENCIA VISUAL NO ESPECIFICADA (BINOCULAR),1,Problema oftalmológico manejado ambulatoriamente con corrección óptica o estudios,H54.7,media,1.0,0.0,sample_1000
ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA GASTROINTESTINAL: ANTAGONISTAS DEL RECEPTOR H2 DE HISTAMINA,2,Intoxicación que requiere observación hospitalaria y manejo de efectos adversos,T47.0,alta,1.0,0.0,sample_1000
CICLISTA [CUALQUIERA] LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE ESPECIFICADOS,2,"Código de causa externa que implica traumatismo por accidente, generalmente requiere hospitalización",V19.8,media,1.0,0.0,sample_1000
HIPERQUILOMICRONEMIA,1,Dislipidemia manejada ambulatoriamente con dieta y medicación hipolipemiante,E78.3,alta,1.0,0.0,sample_1000
"APORREO, GOLPE, MORDEDURA, PATADA, RASGUÑO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, OTRO LUGAR ESPECIFICADO",2,Código de causa externa; lesión por agresión puede requerir hospitalización,Y04.8,media,1.0,0.0,sample_1000
"CONGELAMIENTO SUPERFICIAL DE LA PARED ABDOMINAL, REGIÓN LUMBOSACRA Y PELVIS",2,Lesión por frío que puede requerir hospitalización para manejo de tejidos,T33.3,alta,1.0,0.0,sample_1000
TRASTORNOS CARDIOVASCULARES EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,3,Complicación cardiovascular grave que requiere manejo hospitalario en cardiología o UCI,I98.1,alta,1.0,0.0,sample_1000
"TRASTORNOS DE LA ESCLEROTICA, NO ESPECIFICADO",1,Patología ocular manejada ambulatoriamente por oftalmología,H15.9,media,1.0,0.0,sample_1000
"SÍFILIS PRECOZ, SIN OTRA ESPECIFICACIÓN",1,Infección de transmisión sexual manejada ambulatoriamente con antibióticos,A51.9,alta,1.0,0.0,sample_1000
PERSONA EN CONTACTO CON LOS SERVICIOS DE SALUD PAR,1,Código de consulta ambulatoria sin especificar patología,Z76,baja,1.0,0.0,sample_1000
HEMORRAGIA RECTAL NEONATAL,3,Emergencia neonatal que requiere hospitalización en unidad neonatal,P54.2,alta,1.0,0.0,sample_1000
PERSISTENCIA DE LA CLOACA,3,Malformación congénita compleja que requiere cirugía pediátrica especializada,Q43.7,alta,1.0,0.0,sample_1000
PÁNCREAS ANULAR,2,Malformación congénita que puede requerir cirugía digestiva programada,Q45.1,alta,1.0,0.0,sample_1000
EFECTOS ADVERSOS DE OTROS ANTIINFECCIOSOS Y ANTIPARASTARIOS SISTÉMICOS ESPECIFICADOS,2,Reacción adversa que puede requerir hospitalización para manejo de efectos secundarios,T37.8,alta,1.0,0.0,sample_1000
TRAUMATISMO DE VENA SUPERFICIAL A NIVEL DEL HOMBRO Y DEL BRAZO,2,Lesión vascular que requiere reparación quirúrgica y hospitalización,S45.3,alta,1.0,0.0,sample_1000
EXAMEN DE PESQUISA ESPECIAL PARA INFECCIONES DE TRANSMISIÓN PREDOMINANTEMENTE SEXUAL,1,Consulta ambulatoria de tamizaje preventivo,Z11.3,alta,1.0,0.0,sample_1000
"LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS, VIVIENDA",3,Intento de suicidio que requiere hospitalización psiquiátrica y manejo de emergencia,X83.0,alta,1.0,0.0,sample_1000
"EXPOSICIÓN AL FRÍO NATURAL EXCESIVO, INSTITUCIÓN RESIDENCIAL",2,Código de causa externa; hipotermia puede requerir hospitalización,X31.1,media,1.0,0.0,sample_1000
DEFICIENCIA DE MÚLTIPLES ELEMENTOS NUTRICIONALES,2,Desnutrición que requiere hospitalización para reposición intravenosa de nutrientes,E61.7,alta,1.0,0.0,sample_1000
"MIASIS, NO ESPECIFICADA",2,Infestación parasitaria que requiere remoción quirúrgica y hospitalización breve,B87.9,alta,1.0,0.0,sample_1000
NEUMOCONIOSIS DEBIDA AL ASBESTO Y A OTRAS FIBRAS MINERALES,3,Enfermedad pulmonar ocupacional que requiere seguimiento neumológico especializado,J61,alta,1.0,0.0,sample_1000
PRESENCIA DE AUDÍFONO EXTERNO,1,"Código de estado de dispositivo médico, seguimiento ambulatorio",Z97.4,alta,1.0,0.0,sample_1000
SEUDOPELADA,1,Alopecia cicatricial manejada ambulatoriamente por dermatología,L66.0,alta,1.0,0.0,sample_1000
"OTROS INTENTOS FALLIDOS DE ABORTO Y LOS NO ESPECIFICADOS, COMPLICADOS POR INFECCIÓN GENITAL Y PELVIANA",2,Complicación obstétrica que requiere hospitalización para manejo de infección y posible cirugía,O07.0,alta,1.0,0.0,sample_1000
INMUNODEFICIENCIA COMBINADA SEVERA [IDCS] CON DISGENESIA RETICULAR,3,Enfermedad inmunológica grave que requiere manejo en unidad de inmunología especializada y posible trasplante,D81.0,alta,1.0,0.0,sample_1000
TRAUMATISMO DE LA ARTERIA VERTEBRAL,3,Lesión vascular del cuello que requiere manejo en cirugía vascular urgente o UCI,S15.1,alta,1.0,0.0,sample_1000
EFECTO TOXICO DE OTRAS SUSTANCIAS Y LAS NO ESPECIFICADAS: EFECTOS TOXICOS DE OTRAS SUSTANCIAS ESPECIFICADAS,2,Intoxicación que requiere hospitalización para manejo y monitoreo,T65.8,media,1.0,0.0,sample_1000
FETO Y RECIÉN NACIDO AFECTADOS POR OTRAS FORMAS DE DESPRENDIMIENTO Y DE HEMORRAGIA PLACENTARIOS,3,Complicación neonatal grave que requiere hospitalización en unidad neonatal,P02.1,alta,1.0,0.0,sample_1000
PSEUDOMONAS (AERUGINOSA) (MALLEI) (PSEUDOMALLEI) COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,3,Código etiológico de bacteria multirresistente que implica infección grave requiriendo hospitalización,B96.5,alta,1.0,0.0,sample_1000
"MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTROPODOS NO VENENOSOS: ESCUELAS, OTR",1,Lesión menor generalmente manejada ambulatoriamente con antihistamínicos y antibióticos tópicos,W57.5,baja,1.0,0.0,sample_1000
TRASTORNOS DE SOMNOLENCIA EXCESIVA (HIPERSOMNIOS),1,Trastorno del sueño manejado ambulatoriamente con estudios de sueño y medicación,G47.1,alta,1.0,0.0,sample_1000
ENFERMEDAD INFLAMATORIA PÉLVICA FEMENINA POR SÍFILIS,2,Infección ginecológica que requiere hospitalización para antibióticos intravenosos,A52.7,alta,1.0,0.0,sample_1000
"CUERPO EXTRAÑO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",2,Código de causa externa; lesión por cuerpo extraño requiere valoración hospitalaria y extracción quirúrgica,W44.3,media,1.0,0.0,sample_1000
TRAUMATISMO DE LA VENA AXILAR O BRAQUIAL,3,Lesión vascular grave que requiere cirugía vascular urgente y manejo en UCI,S45.2,alta,1.0,0.0,sample_1000
"EFECTO TOXICO DE GASES, HUMOS Y VAPORES: GASES, HUMOS Y VAPORES NO ESPECIFICADOS",3,Intoxicación por inhalación que requiere hospitalización en urgencias o UCI,T59.9,alta,1.0,0.0,sample_1000
"CORROSIÓN DE LAS VÍAS RESPIRATORIAS, PARTE NO ESPECIFICADA",3,Lesión química de vía aérea que requiere manejo urgente en UCI o neumología,T27.7,alta,1.0,0.0,sample_1000
PUSTULOSIS GUTTATA,1,Dermatosis inflamatoria manejada ambulatoriamente con tratamiento tópico,L40.1,alta,1.0,0.0,sample_1000
"EXPOSICIÓN A RAYOS SOLARES, OTRO LUGAR ESPECIFICADO",1,Código de causa externa; lesión por exposición solar generalmente manejada ambulatoriamente,X32.8,media,1.0,0.0,sample_1000
"ENFERMEDAD POR VIH, RESULTANTE EN SINDROME CAQUECTICO",3,Complicación grave de VIH que requiere hospitalización en infectología,B22.2,alta,1.0,0.0,sample_1000
"ICTIOSIS CONGENITA, NO ESPECIFICADA",2,Genodermatosis que puede requerir hospitalizaciones para manejo de complicaciones cutáneas,Q80.9,alta,1.0,0.0,sample_1000
RECHAZO DE TRASPLANTE DE MÉDULA ÓSEA,3,Complicación grave de trasplante que requiere manejo hospitalario en hematología especializada,T86.01,alta,1.0,0.0,sample_1000
"CONTACTO TRAUMÁTICO CON AGUIJONES, ESPINAS U HOJAS CORTANTES DE PLANTAS, VIVIENDA",1,Lesión menor generalmente manejada ambulatoriamente con limpieza y analgésicos,W60.0,alta,1.0,0.0,sample_1000
"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL: HALLAZGOS ANORMALES, NO ESPECIFICADOS",1,Hallazgo de laboratorio o patología que requiere seguimiento ambulatorio,R85.9,media,1.0,0.0,sample_1000
OTROS TRASTORNOS ENCEFALITICOS ESPECIFICADOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,3,Complicación neurológica grave que requiere manejo hospitalario en neurología,G05.8,alta,1.0,0.0,sample_1000
"MORDEDURA O ATAQUE DE PERRO, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",2,"Código de causa externa; lesión por mordedura requiere valoración hospitalaria, limpieza quirúrgica y profilaxis antirrábica",W54.3,alta,1.0,0.0,sample_1000
TRABAJO DE PARTO Y PARTO COMPLICADOS POR LA PRESENCIA DE MECONIO EN EL LÍQUIDO AMNIÓTICO,2,Complicación obstétrica que requiere hospitalización para monitoreo fetal y posible cesárea,O77.0,alta,1.0,0.0,sample_1000
OTROS EFECTOS ESPECIFICADOS DE LA REDUCCIÓN DE LA TEMPERATURA,3,Complicación por hipotermia que requiere hospitalización para manejo especializado,T69.8,alta,1.0,0.0,sample_1000
"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS SIN MOTOR, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE NO DE TRÁNSITO",2,"Código de causa externa que implica traumatismo por accidente, generalmente requiere hospitalización",V06.7,media,1.0,0.0,sample_1000
HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS ESTRUCTURAS ESPECIFICADAS DEL CUERPO,1,Hallazgo radiológico que requiere seguimiento ambulatorio,R93.8,media,1.0,0.0,sample_1000
NO ENFERMO O NO ACCIDENTADO,1,Consulta ambulatoria sin patología identificada,Z71.9,alta,1.0,0.0,sample_1000
INFECCIÓN FILÁRICA DE LA CONJUNTIVA,1,Infección parasitaria ocular manejada ambulatoriamente con antiparasitarios,B74.9,alta,1.0,0.0,sample_1000
"FALLA DE LA INDUCCION MEDICA DEL ABORTO, COMPLICADO CON INFECCIËN GENITAL Y PELVIANA",2,Complicación obstétrica que requiere hospitalización para manejo de infección y posible cirugía,O07.0,alta,1.0,0.0,sample_1000
ERITEMA AB IGNE (DERMATITIS AB IGNE),1,Dermatosis por calor manejada ambulatoriamente con medidas preventivas,L59.0,alta,1.0,0.0,sample_1000
"EXPOSICIÓN A PRESIÓN DE AIRE ALTA Y BAJA Y A CAMBIOS EN LA PRESIÓN DEL AIRE, VIVIENDA",2,Código de causa externa; lesión por barotrauma puede requerir hospitalización,W94.0,media,1.0,0.0,sample_1000
DEGENERACION COMBINADA SUBAGUDA DE LA MEDULA ESPINAL EN ENFERNEDADES CLASIFICADAS EN OTRA PARTE,3,Complicación neurológica grave que requiere hospitalización en neurología,G32.0,alta,1.0,0.0,sample_1000
EFECTOS ADVERSOS DE OTRAS DROGAS ANTINEOPLÁSICAS,3,Reacción adversa a quimioterapia que requiere manejo hospitalario especializado en oncología,T45.1,alta,1.0,0.0,sample_1000
EXAMEN DURANTE EL PERIODO DE CRECIMIENTO RAPIDO EN,1,Consulta preventiva ambulatoria de control de niño sano,Z00,baja,1.0,0.0,sample_1000
SEPSIS LISTERIANA,3,Infección sistémica grave que requiere manejo en UCI con antibióticos intravenosos,A32.7,alta,1.0,0.0,sample_1000
MIOCARDITIS EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,3,Complicación cardiovascular grave que requiere hospitalización en cardiología o UCI,I41.8,alta,1.0,0.0,sample_1000
PIEDRA BLANCA,1,Infección fúngica del cabello manejada ambulatoriamente con antimicóticos tópicos,B36.2,alta,1.0,0.0,sample_1000
CONDUCTOR DE VEHICULO PARA TODO TERRENO O DE OTRO,1,Código de causa externa sin especificar lesión; clasificación por contexto de accidente menor,V86,baja,1.0,0.0,sample_1000
TRASTORNO DE ANSIEDAD DE SEPARACIÓN EN LA NIÑEZ,1,Trastorno psiquiátrico infantil manejado ambulatoriamente con psicoterapia,F93.0,alta,1.0,0.0,sample_1000
TRASTORNOS TÓXICOS NEUROMUSCULARES,3,"Intoxicación que afecta sistema neuromuscular, requiere hospitalización especializada",G62.2,alta,1.0,0.0,sample_1000
"NEFROPATÍA HEREDITARIA, NCOP, NO ESPECIFICADA",3,Enfermedad renal genética que requiere seguimiento nefrológico especializado y posible diálisis,N07.9,alta,1.0,0.0,sample_1000
OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON VEHICULO DE PEDAL,2,"Código de causa externa que implica traumatismo por accidente, generalmente requiere hospitalización",V12,media,1.0,0.0,sample_1000
PROBLEMAS RELACIONADOS CON LA RUPTURA FAMILIAR POR SEPARACIÓN O DIVORCIO,1,Consulta ambulatoria por problemas psicosociales sin patología médica,Z63.5,alta,1.0,0.0,sample_1000
ARTRITIS Y POLIARTRITIS NEUMOCÓCICA,3,Infección articular grave que requiere antibióticos intravenosos y hospitalización,M00.1,alta,1.0,0.0,sample_1000
"DIFTERIA, NO ESPECIFICADA",3,Enfermedad infecciosa grave que requiere hospitalización con aislamiento y antitoxina,A36.9,alta,1.0,0.0,sample_1000
