causa_original,causa_corregida,tipo_correccion,similitud,frecuencia,anios,num_anios
OTROS AGENTES VIRALES COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,OTROS AGENTES VIRALES COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,acento,0.99,1,2020,1
CAIDA EN O DESDE ESCALERAS MANUALES,CAIDA EN O DESDE ESCALERA MANUALES,typo,0.9855,1,2020,1
CAIDA EN O DESDE ESCALERAS MANUALES: INSTITUCION RESIDENCIAL,"CAÍDA EN O DESDE ESCALERAS MANUALES, INSTITUCIÓN RESIDENCIAL",typo,0.9833,1,2020,1
"CROMOMICOSIS, NO ESPECIFICADA","CROMOMICOSIS, NO ESPECIFICADA",sin_cambio,1.0,1,2020,1
"CROMOMICOSIS,NO ESPECIFICADA","CROMOMICOSIS,NO ESPECIFICADA",sin_cambio,1.0,1,2024,1
OTROS EFECTOS ESPECIFICADOS DE LA REDUCCIÓN DE LA TEMPERATURA,OTROS EFECTOS ESPECIFICADOS DE LA REDUCCIÓN DE LA TEMPERATURA,sin_cambio,1.0,1,2022,1
OTROS ENVENENAMIENTOS POR PESCADOS Y MARISCOS,OTROS ENVENENAMIENTOS POR PESCADOS Y MARISCOS,sin_cambio,1.0,1,2024,1
OTROS ESTADOS POSTQUIRURGICOS ESPECIFICADOS,OTROS ESTADOS POSTQUIRÚRGICOS ESPECIFICADOS,acento,0.99,1,2020,1
OTROS ESTAFILOCOCOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,OTROS ESTAFILOCOCOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,acento,0.99,1,2020,1
"PERSONA LESIONADA EN ACCIDENTE NO DE TRÁNSITO, DE VEHÍCULO SIN MOTOR NO ESPECIFICADO","PERSONA LESIONADA EN ACCIDENTE NO DE TRÁNSITO, DE VEHÍCULO DE MOTOR NO ESPECIFICADO",typo,0.9701,1,2024,1
AUSENCIA Y AGENESIA DEL APARATO LAGRIMAL,AUSENCIA Y AGENESIA DEL APARATO LAGRIMAL,sin_cambio,1.0,1,2021,1
"AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL INTESTINO DELGADO","AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL INTESTINO GRUESO",typo,0.9256,1,2021,1
"AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL RECTO, SIN FISTULA","AUSENCIA, ATRESIA Y ESTENOSIS CONGÉNITA DEL RECTO, SIN FÍSTULA",acento,0.99,1,2020,1
"AUSENCIA, ATRESIA Y ESTENOSIS CONGÉNITA DEL ÍLEON","AUSENCIA, ATRESIA Y ESTENOSIS CONGÉNITA DEL YEYUNO",typo,0.9293,1,2022,1
PIEDRA BLANCA,PIEDRA BLANCA,sin_cambio,1.0,1,2020,1
PIEL Y TEJIDO SUBCUTÁNEO EXCESIVA Y REDUNDANTE,PIEL Y TEJIDO SUBCUTÁNEO EXCESIVA Y REDUNDANTE,sin_cambio,1.0,1,2022,1
PIOTORAX SIN FISTULA,PIOTÓRAX SIN FÍSTULA,acento,0.99,1,2020,1
OTRAS SEPTICEMIAS ESTREPTOCOCICAS,OTRAS SEPTICEMIAS ESTREPTOCOCICAS,sin_cambio,1.0,1,2020,1
OTRAS MANIFESTACIONES OCULARES DE DEFICIENCIA DE VITAMINA A,OTRAS MANIFESTACIONES OCULARES DE DEFICIENCIA DE VITAMINA A,sin_cambio,1.0,1,2024,1
OTRAS MELIOIDOSIS,OTRAS MELIOIDOSIS,sin_cambio,1.0,1,2021,1
OTRAS OBSTRUCCIONES ESPECIFICADAS DEL TRABAJO DE PARTO,OTRAS OBSTRUCCIONES ESPECIFICADAS DEL TRABAJO DE PARTO,sin_cambio,1.0,1,2021,1
OTRAS OSTEOCONDROSIS JUVENILES DEL MIEMBRO SUPERIOR,OTRAS OSTEOCONDROSIS JUVENILES DEL MIEMBRO SUPERIOR,sin_cambio,1.0,1,2020,1
OTRAS OSTEOMALACIAS DEL ADULTO INDUCIDAS POR DROGAS,OTRAS OSTEOMALACIAS DEL ADULTO INDUCIDAS POR DROGAS,sin_cambio,1.0,1,2023,1
CUERPO EXTRAÐO EN EL UTERO [CUALQUIER PARTE],CUERPO EXTRAÑO EN EL ÚTERO [CUALQUIER PARTE],typo,0.9773,1,2020,1
OTRAS MANIFESTACIONES DE DEFICIENCIA DE VITAMINA A,OTRAS MANIFESTACIONES DE DEFICIENCIA DE VITAMINA A,sin_cambio,1.0,1,2022,1
"POLIOMIELITIS AGUDA PARALÍTICA, ASOCIADA A VACUNA","POLIOMIELITIS AGUDA PARALÍTICA, ASOCIADA A VACUNA",sin_cambio,1.0,1,2023,1
AUTISMO ATIPICO,AUTISMO ATÍPICO,acento,0.99,1,2020,1
CUERPO EXTRAÐO EN OTRAS Y EN MULTIPLES PARTES DE LAS VIAS GENITOURINARIAS,CUERPO EXTRAÑO EN OTRAS Y EN MÚLTIPLES PARTES DE LAS VÍAS RESPIRATORIAS,typo,0.9028,1,2020,1
CUERPO EXTRAÐO QUE PENETRA A TRAVES DE LA PIEL: COMERCIO Y AREAS DE SERVICIO,CUERPO EXTRAÐO QUE PENETRA A TRAVES DE LA PIEL: COMERCIO Y AREAS DE SERVICIO,sin_cambio,1.0,1,2020,1
CUERPO EXTRAÐO QUE PENETRA POR EL OJO U ORIFICIO NATURAL: AREA INDUSTRIAL Y DE,CUERPO EXTRAÐO QUE PENETRA POR EL OJO U ORIFICIO NATURAL: AREA INDUSTRIAL Y DE,sin_cambio,1.0,1,2020,1
CUERPO EXTRAÐO QUE PENETRA POR EL OJO U ORIFICIO NATURAL: CALLES Y CARRETERAS,CUERPO EXTRAÐO QUE PENETRA POR EL OJO U ORIFICIO NATURAL: CALLES Y CARRETERAS,sin_cambio,1.0,1,2020,1
"CUERPO EXTRAÐO QUE PENETRA POR EL OJO U ORIFICIO NATURAL: ESCUELAS, OTRAS INSTI","CUERPO EXTRAÐO QUE PENETRA POR EL OJO U ORIFICIO NATURAL: ESCUELAS, OTRAS INSTI",sin_cambio,1.0,1,2020,1
OTRAS PÉRDIDAS ESPECIFICADAS NO CICATRICIALES DEL PELO,OTRAS PÉRDIDAS ESPECIFICADAS NO CICATRICIALES DEL PELO,sin_cambio,1.0,1,2023,1
POSTURA ANORMAL,POSTURA ANORMAL,sin_cambio,1.0,1,2022,1
"PREECLAMPSIA, EN PERIODO NO ESPECIFICADO","PREECLAMPSIA, EN PERIODO NO ESPECIFICADO",sin_cambio,1.0,1,2020,1
PRESENCIA DE AUDÍFONO EXTERNO,PRESENCIA DE AUDÍFONO EXTERNO,sin_cambio,1.0,1,2023,1
PRESENCIA DE DISPOSITIVO ANTICONCEPTIVO (INTRAUTER,PRESENCIA DE DISPOSITIVO ANTICONCEPTIVO (INTRAUTER,sin_cambio,1.0,1,2020,1
PRESENCIA DE DISPOSITIVO ANTICONCEPTIVO (INTRAUTERINO),PRESENCIA DE DISPOSITIVO ANTICONCEPTIVO (INTRAUTERINO),sin_cambio,1.0,1,2021,1
"PLEURESIA TUBERCULOSA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE","PLEURESÍA TUBERCULOSA, CONFIRMADA BACTERIOLÓGICA E HISTOLÓGICAMENTE",acento,0.99,1,2020,1
POLINEUROPATÍA EN DEFICIENCIA NUTRICIONAL,POLINEUROPATÍA EN DEFICIENCIA NUTRICIONAL,sin_cambio,1.0,1,2024,1
"POLIOMIELITIS AGUDA PARALITICA, ASOCIADA A VACUNA","POLIOMIELITIS AGUDA PARALITICA, ASOCIADA A VACUNA",sin_cambio,1.0,1,2020,1
CAIDA EN O DESDE ESCALERA Y ESCALONES,CAIDA EN O DESDE ESCALERA O ESCALONES,typo,0.973,1,2020,1
PRESENCIA DE IMPLANTE ORTOPEDICO ARTICULAR,PRESENCIA DE IMPLANTE ORTOPÉDICO ARTICULAR,acento,0.99,1,2020,1
PRESENCIA DE LARINGE ARTIFICIAL,PRESENCIA DE LARINGE ARTIFICIAL,sin_cambio,1.0,1,2020,1
PRESENCIA DE MARCAPASO CARDIACO,PRESENCIA DE MARCAPASO CARDIACO,sin_cambio,1.0,1,2020,1
PRESENCIA DE MIEMBRO ARTIFICIAL (COMPLETO) (PARCIA,PRESENCIA DE MIEMBRO ARTIFICIAL (COMPLETO) (PARCIA,sin_cambio,1.0,1,2020,1
PRESENCIA DE MIEMBRO ARTIFICIAL (COMPLETO) (PARCIAL),PRESENCIA DE MIEMBRO ARTIFICIAL (COMPLETO) (PARCIAL),sin_cambio,1.0,1,2023,1
PRESENCIA DE OTROS DISPOSITIVOS ESPECIFICADOS,PRESENCIA DE OTROS DISPOSITIVOS ESPECIFICADOS,sin_cambio,1.0,1,2020,1
PRESENCIA DE OTROS REEMPLAZOS DE VÁLVULA CARDÍACA,PRESENCIA DE OTROS REEMPLAZOS DE VÁLVULA CARDÍACA,sin_cambio,1.0,1,2023,1
OTRAS MALFORMACIONES CONGENITAS ESPECIFICADAS DE LOS HUESOS DEL CRANEO Y DE LA CARA,OTRAS MALFORMACIONES CONGÉNITAS ESPECIFICADAS DE LOS HUESOS DEL CRÁNEO Y DE LA CARA,acento,0.99,1,2020,1
"OTRAS MALFORMACIONES CONGENITAS, NO CLASIFICADAS E","OTRAS MALFORMACIONES CONGENITAS, NO CLASIFICADAS EN OTRA PARTE",truncado,0.8065,1,2020,1
"CORROSIÓN DE LA CADERA Y MIEMBRO INFERIOR, DE SEGUNDO GRADO, EXCEPTO TOBILLO Y PIE","CORROSIÓN DE LA CADERA Y MIEMBRO INFERIOR, DE SEGUNDO GRADO, EXCEPTO TOBILLO Y PIE",sin_cambio,1.0,1,2021,1
CORROSIÓN DE LA LARINGE Y DE LA TRÁQUEA,CORROSIÓN DE LA LARINGE Y DE LA TRÁQUEA,sin_cambio,1.0,1,2024,1
"CORROSIÓN DE LAS VÍAS RESPIRATORIAS, PARTE NO ESPECIFICADA","CORROSIÓN DE LAS VÍAS RESPIRATORIAS, PARTE NO ESPECIFICADA",sin_cambio,1.0,1,2024,1
"OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO, ESPECIFICADAS","OTRAS MALFORMACIONES CONGÉNITAS DEL SISTEMA NERVIOSO, ESPECIFICADAS",acento,0.99,1,2020,1
OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO,OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO,typo,0.9286,1,2021,1
OTRAS MALFORMACIONES CONGENITAS DEL TORAX OSEO,OTRAS MALFORMACIONES CONGÉNITAS DEL TÓRAX ÓSEO,acento,0.99,1,2020,1
PROBLEMAS RELACIONADOS CON LA ENFERMEDAD CONSUNTIV,PROBLEMAS RELACIONADOS CON LA ENFERMEDAD CONSUNTIVA,truncado,0.9804,1,2020,1
PROBLEMAS RELACIONADOS CON LA NECESIDAD DE AYUDA P,PROBLEMAS RELACIONADOS CON LA NECESIDAD DE AYUDA P,sin_cambio,1.0,1,2020,1
PROBLEMAS RELACIONADOS CON LA NECESIDAD DE SUPERVISIÓN CONTINUA,PROBLEMAS RELACIONADOS CON LA NECESIDAD DE SUPERVISIÓN CONTINUA,sin_cambio,1.0,1,2023,1
PROBLEMAS RELACIONADOS CON LA RUPTURA FAMILIAR POR SEPARACIÓN O DIVORCIO,PROBLEMAS RELACIONADOS CON LA RUPTURA FAMILIAR POR SEPARACIÓN O DIVORCIO,sin_cambio,1.0,1,2023,1
PRESENCIA DE VÁLVULA CARDÍACA PROTÉSICA,PRESENCIA DE VÁLVULA CARDÍACA PROTÉSICA,sin_cambio,1.0,1,2024,1
OTRAS MALFORMACIONES CONGENITAS DE LAS COSTILLAS,OTRAS MALFORMACIONES CONGÉNITAS DE LAS COSTILLAS,acento,0.99,1,2020,1
OTRAS MALFORMACIONES CONGENITAS DE LAS UNAS,OTRAS MALFORMACIONES CONGÉNITAS DE LAS UÑAS,acento,0.99,1,2020,1
"CUERPO EXTRAÑO EN LAS VÍAS GENITOURINARIAS, PARTE NO ESPECIFICADA","CUERPO EXTRAÑO EN LAS VÍAS RESPIRATORIAS, PARTE NO ESPECIFICADA",typo,0.9062,1,2024,1
"PROBLEMAS RELACIONADOS CON LA SOLICITUD O ACEPTACIÓN DE INTERVENCIONES PSICOLÓGICAS O DE LA CONDUCTA, CONOCIENDO SU RIESGO Y PELIGRO","PROBLEMAS RELACIONADOS CON LA SOLICITUD O ACEPTACIÓN DE INTERVENCIONES PSICOLÓGICAS O DE LA CONDUCTA, CONOCIENDO SU RIESGO Y PELIGRO",sin_cambio,1.0,1,2023,1
PROBLEMAS RELACIONADOS CON OTROS SERVICIOS ASISTENCIALES NO DISPONIBLES O INACCESIBLES,PROBLEMAS RELACIONADOS CON OTROS SERVICIOS ASISTENCIALES NO DISPONIBLES O INACCESIBLES,sin_cambio,1.0,1,2023,1
PROCEDIMIENTO NO REALIZADO POR CONTRAINDICACION,PROCEDIMIENTO NO REALIZADO POR CONTRAINDICACIÓN,acento,0.99,1,2020,1
PROCTITIS POR RADIACION,PROCTITIS POR RADIACION,sin_cambio,1.0,1,2020,1
PROCTITIS POR RADIACIÓN,PROCTITIS POR RADIACIÓN,sin_cambio,1.0,1,2023,1
PROBLEMAS RELACIONADOS CON EXPERIENCIA NEGATIVA NO ESPECIFICADA EN LA INFANCIA,PROBLEMAS RELACIONADOS CON EXPERIENCIA NEGATIVA NO ESPECIFICADA EN LA INFANCIA,sin_cambio,1.0,1,2022,1
PROBLEMAS RELACIONADOS CON LA DESAPARICION O MUERT,PROBLEMAS RELACIONADOS CON LA DESAPARICION O MUERT,sin_cambio,1.0,1,2020,1
PROBLEMAS RELACIONADOS CON LA DIETA Y HABITOS ALIM,PROBLEMAS RELACIONADOS CON LA DIETA Y HABITOS ALIM,sin_cambio,1.0,1,2020,1
CRIPTOCOCOSIS CUTÁNEA,CRIPTOCOCOSIS CUTÁNEA,sin_cambio,1.0,1,2024,1
AUTOSENSIBILIZACIÓN CUTÁNEA,AUTOSENSIBILIZACIÓN CUTÁNEA,sin_cambio,1.0,1,2024,1
AVERSIÓN AL SEXO Y FALTA DE GOCE SEXUAL,AVERSIÓN AL SEXO Y FALTA DE GOCE SEXUAL,sin_cambio,1.0,1,2024,1
AVULSION DEL CUERO CABELLUDO,AVULSIÓN DEL CUERO CABELLUDO,acento,0.99,1,2020,1
BACILLUS FRAGILIS [B. FRAGILIS] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,BACILLUS FRAGILIS [B. FRAGILIS] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,sin_cambio,1.0,1,2020,1
PROTEINURIA AISLADA CON LESION MORFOLOGICA ESPECIFICADA LESIONES GLOMERULARES FOCALES Y SEGMENTARIAS,"PROTEINURIA AISLADA CON LESIÓN MORFOLÓGICA ESPECIFICADA, LESIONES GLOMERULARES FOCALES Y SEGMENTARIAS",typo,0.995,1,2020,1
"PROTEINURIA ORTOSTATICA, NO ESPECIFICADA","PROTEINURIA ORTOSTATICA, NO ESPECIFICADA",sin_cambio,1.0,1,2020,1
"PROTEINURIA ORTOSTÁTICA, NO ESPECIFICADA","PROTEINURIA ORTOSTÁTICA, NO ESPECIFICADA",sin_cambio,1.0,1,2022,1
DEFECTO POR REDUCCION LONGITUDINAL DEL RADIO,DEFECTO POR REDUCCIÓN LONGITUDINAL DEL RADIO,acento,0.99,1,2020,1
CUIDADOS POSTERIORES A LA CIRUGÍA PLÁSTICA NO ESPECIFICADA,CUIDADOS POSTERIORES A LA CIRUGÍA PLÁSTICA NO ESPECIFICADA,sin_cambio,1.0,1,2023,1
CUIDADOS POSTERIORES A LA EXTRACCION DE PLACA U OT,CUIDADOS POSTERIORES A LA EXTRACCION DE PLACA U OT,sin_cambio,1.0,1,2020,1
"CURVATURA CONGENITA DE HUESO(S) LARGO(S) DEL MIEMBRO INFERIOR, SIN OTRA ESPECIFICACION","CURVATURA CONGÉNITA DE HUESO(S) LARGO(S) DEL MIEMBRO INFERIOR, SIN OTRA ESPECIFICACIÓN",acento,0.99,1,2020,1
DEFECTO DE LA COAGULACION POSTPARTO,DEFECTO DE LA COAGULACIÓN POSTPARTO,acento,0.99,1,2020,1
DEFECTO DEL TABIQUE VENTRICULAR COMO COMPLICACION PRESENTE POSTERIOR AL INFARTO DEL MIOCARDIO,DEFECTO DEL TABIQUE VENTRICULAR COMO COMPLICACIÓN PRESENTE POSTERIOR AL INFARTO DEL MIOCARDIO,acento,0.99,1,2020,1
"DEFECTO POR REDUCCION DEL MIEMBRO INFERIOR, NO ESPECIFICADO","DEFECTO POR REDUCCIÓN DEL MIEMBRO INFERIOR, NO ESPECIFICADO",acento,0.99,1,2020,1
DEFECTO POR REDUCCION LONGITUDINAL DE LA TIBIA,DEFECTO POR REDUCCIÓN LONGITUDINAL DE LA TIBIA,acento,0.99,1,2020,1
PÁNCREAS ANULAR,PÁNCREAS ANULAR,sin_cambio,1.0,1,2024,1
ATENCIÓN MATERNA POR DESPROPORCIÓN DEBIDA A FETO DEMASIADO GRANDE,ATENCIÓN MATERNA POR DESPROPORCIÓN DEBIDA A FETO DEMASIADO GRANDE,sin_cambio,1.0,1,2024,1
"ATENCIÓN MATERNA POR DESPROPORCIÓN FETOPELVIANA DE ORIGEN MIXTO, MATERNO Y FETAL","ATENCIÓN MATERNA POR DESPROPORCIÓN FETOPELVIANA DE ORIGEN MIXTO, MATERNO Y FETAL",sin_cambio,1.0,1,2024,1
ATENCIÓN MATERNA POR PRESENTACIÓN ANORMAL NO ESPECIFICADA DEL FETO,ATENCIÓN MATERNA POR PRESENTACIÓN ANORMAL NO ESPECIFICADA DEL FETO,sin_cambio,1.0,1,2024,1
PRUEBA Y AJUSTE DE DISPOSITIVO URINARIO,PRUEBA Y AJUSTE DE DISPOSITIVO URINARIO,sin_cambio,1.0,1,2024,1
OTRAS FALLAS DE LA COORDINACIÓN Y LAS NO ESPECIFICADAS,OTRAS FALLAS DE LA COORDINACIÓN Y LAS NO ESPECIFICADAS,sin_cambio,1.0,1,2023,1
OTRAS FIEBRES MACULOSAS,OTRAS FIEBRES MACULOSAS,sin_cambio,1.0,1,2021,1
DEFECTO POR REDUCCION LONGITUDINAL DEL PERONE,DEFECTO POR REDUCCIÓN LONGITUDINAL DEL PERONÉ,acento,0.99,1,2020,1
AUSENCIA CONGENITA DE LA VAGINA,AUSENCIA CONGÉNITA DE LA VAGINA,acento,0.99,1,2020,1
"AUSENCIA CONGENITA, ATRESIA O ESTRECHEZ DEL CONDUCTO AUDITIVO (EXTERNO)","AUSENCIA CONGÉNITA, ATRESIA O ESTRECHEZ DEL CONDUCTO AUDITIVO (EXTERNO)",acento,0.99,1,2020,1
AUSENCIA CONGÉNITA DE LA MANO Y EL (LOS) DEDO(S),AUSENCIA CONGÉNITA DE LA MANO Y EL (LOS) DEDO(S),sin_cambio,1.0,1,2023,1
"ATENCIÓN MATERNA POR PRESENTACIÓN DE CARA, DE FRENTE O DE MENTÓN","ATENCIÓN MATERNA POR PRESENTACIÓN DE CARA, DE FRENTE O DE MENTÓN",sin_cambio,1.0,1,2023,1
ATENCIÓN Y EXAMEN DE MADRE EN PERIODO DE LACTANCIA,ATENCIÓN Y EXAMEN DE MADRE EN PERIODO DE LACTANCIA,sin_cambio,1.0,1,2023,1
ATROFIA OPTICA,ATROFIA OPTICA,sin_cambio,1.0,1,2020,1
ATROFIA SISTEMICA QUE AFECTA PRIMARIAMENTE EL SISTEMA NERVIOSO CENTRAL EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,ATROFIA SISTEMICA QUE AFECTA PRIMARIAMENTE EL SISTEMA NERVIOSO CENTRAL EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,sin_cambio,1.0,1,2020,1
PUSTULOSIS GUTTATA,PUSTULOSIS GUTTATA,sin_cambio,1.0,1,2020,1
CUERPO EXTRAÐO QUE PENETRA POR EL OJO U ORIFICIO NATURAL: OTRO LUGAR ESPECIFICA,"CUERPO EXTRAÑO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, OTRO LUGAR ESPECIFICADO",typo,0.9625,1,2020,1
OTRAS MALFORMACIONES CONGENITAS DEL OIDO,OTRAS MALFORMACIONES CONGENITAS DEL OJO,typo,0.962,1,2021,1
"PRIVACIÓN DE AGUA, VIVIENDA","PRIVACIÓN DE AGUA, VIVIENDA",sin_cambio,1.0,1,2024,1
PROBLEMA NO ESPECIFICADO RELACIONADO CON EL ESTILO DE VIDA,PROBLEMA NO ESPECIFICADO RELACIONADO CON EL ESTILO DE VIDA,sin_cambio,1.0,1,2021,1
PROBLEMAS RELACIONADOS CON AMENAZA DE PÉRDIDA DEL EMPLEO,PROBLEMAS RELACIONADOS CON AMENAZA DE PÉRDIDA DEL EMPLEO,sin_cambio,1.0,1,2023,1
PROBLEMAS RELACIONADOS CON BAJOS INGRESOS,PROBLEMAS RELACIONADOS CON BAJOS INGRESOS,sin_cambio,1.0,1,2024,1
ATROFIA ÓPTICA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,ATROFIA ÓPTICA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,sin_cambio,1.0,1,2024,1
AUSENCIA CONGENITA COMPLETA DEL (DE LOS) MIEMBRO(S) SUPERIOR(ES),AUSENCIA CONGÉNITA COMPLETA DEL (DE LOS) MIEMBRO(S) SUPERIOR(ES),acento,0.99,1,2020,1
OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINA,OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS,truncado,0.9804,1,2020,1
OTRAS ENFERMEDADES VIRALES CONGÉNITAS,OTRAS ENFERMEDADES VIRALES CONGÉNITAS,sin_cambio,1.0,1,2024,1
OTRAS MALFORMACIONES CONGENITAS DE LA ARTERIA PULMONAR,OTRAS MALFORMACIONES CONGÉNITAS DE LA ARTERIA PULMONAR,acento,0.99,1,2020,1
"OTRAS MALFORMACIONES CONGENITAS DE LA PIEL, ESPECIFICADAS","OTRAS MALFORMACIONES CONGÉNITAS DE LA PIEL, ESPECIFICADAS",acento,0.99,1,2020,1
OTRAS MALFORMACIONES CONGENITAS DE LA VAGINA,OTRAS MALFORMACIONES CONGÉNITAS DE LA VAGINA,acento,0.99,1,2020,1
OTRAS MALFORMACIONES CONGENITAS DE LA VALVULA PULMONAR,OTRAS MALFORMACIONES CONGÉNITAS DE LA VÁLVULA PULMONAR,acento,0.99,1,2020,1
OTRAS INFECCIONES DURANTE EL TRABAJO DE PARTO,OTRAS INFECCIONES DURANTE EL TRABAJO DE PARTO,sin_cambio,1.0,1,2022,1
OTRAS INFECCIONES POR MICOBACTERIAS,OTRAS INFECCIONES POR MICOBACTERIAS,sin_cambio,1.0,1,2022,1
QUEMADURAS QUE AFECTAN DEL 40% AL 49% DE LA SUPERFICIE DEL CUERPO,QUEMADURAS QUE AFECTAN DEL 40 AL 49% DE LA SUPERFICIE DEL CUERPO,typo,0.9922,1,2020,1
QUEMADURAS QUE AFECTAN DEL 60 AL 69% DE LA SUPERFICIE DEL CUERPO,QUEMADURAS QUE AFECTAN DEL 40 AL 49% DE LA SUPERFICIE DEL CUERPO,typo,0.9688,1,2024,1
QUEMADURAS QUE AFECTAN DEL 90% O MAS DE LA SUPERFICIE DEL CUERPO,QUEMADURAS QUE AFECTAN EL 90% O MÁS DE LA SUPERFICIE DEL CUERPO,typo,0.9921,1,2020,1
ATENCION PARA LA PROCREACION,ATENCION PARA LA PROCREACION,sin_cambio,1.0,1,2023,1
"ATENCION POR PROCEDIMIENTO DE REHABILITACION, NO E","ATENCIÓN POR PROCEDIMIENTO DE REHABILITACIÓN, NO ESPECIFICADA",typo,0.9009,1,2020,1
"QUEMADURA DEL HOMBRO Y MIEMBRO SUPERIOR, DE TERCER GRADO, EXCEPTO DE LA MUÐECA Y DE LA MANO","QUEMADURA DEL HOMBRO Y MIEMBRO SUPERIOR, DE TERCER GRADO, EXCEPTO DE LA MUÑECA Y DE LA MANO",typo,0.989,1,2020,1
AUSENCIA CONGÉNITA DEL MUSLO Y DE LA PIERNA CON PRESENCIA DEL PIE,AUSENCIA CONGÉNITA DEL MUSLO Y DE LA PIERNA CON PRESENCIA DEL PIE,sin_cambio,1.0,1,2022,1
OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CONGENITAS,OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CONGENITAS,sin_cambio,1.0,1,2022,1
PRUEBA Y AJUSTE DE PROTESIS DENTAL,PRUEBA Y AJUSTE DE PRÓTESIS DENTAL,acento,0.99,1,2020,1
PRUEBAS DE SENSIBILIZACIÓN Y DIAGNÓSTICO CUTÁNEO,PRUEBAS DE SENSIBILIZACIÓN Y DIAGNÓSTICO CUTÁNEO,sin_cambio,1.0,1,2024,1
PRURIGO NODULAR,PRURIGO NODULAR,sin_cambio,1.0,1,2021,1
PSEUDOMONAS (AERUGINOSA) (MALLEI) (PSEUDOMALLEI) COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,PSEUDOMONAS (AERUGINOSA) (MALLEI) (PSEUDOMALLEI) COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,sin_cambio,1.0,1,2020,1
QUERATITIS Y QUERATOCONJUNTIVITIS POR HERPES SIMPLE (B00.5å),QUERATITIS Y QUERATOCONJUNTIVITIS POR HERPES SIMPLE,typo,0.9189,1,2020,1
QUERODERMA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,QUERODERMA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,sin_cambio,1.0,1,2020,1
RAIZ DENTAL RETENIDA,RAÍZ DENTAL RETENIDA,acento,0.99,1,2020,1
"QUEMADURA Y CORROSION, REGION DEL CUERPO NO ESPECI","QUEMADURA Y CORROSION, REGION DEL CUERPO NO ESPECIFICADA",truncado,0.8929,1,2020,1
"CUERPO EXTRAÑO QUE PENETRA A TRAVÉS DE LA PIEL, CALLES Y CARRETERAS","CUERPO EXTRAÑO QUE PENETRA A TRAVÉS DE LA PIEL, CALLES Y CARRETERAS",sin_cambio,1.0,1,2022,1
"CUERPO EXTRAÑO QUE PENETRA A TRAVÉS DE LA PIEL, GRANJA",CUERPO EXTRAÑO QUE PENETRA A TRAVES DE LA PIEL,typo,0.92,1,2024,1
"CUERPO EXTRAÑO QUE PENETRA A TRAVÉS DE LA PIEL, ÁREAS DE DEPORTE Y ATLETISMO","CUERPO EXTRAÑO QUE PENETRA A TRAVÉS DE LA PIEL, ÁREAS DE DEPORTE Y ATLETISMO",sin_cambio,1.0,1,2023,1
"CUERPO EXTRAÑO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN","CUERPO EXTRAÑO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",sin_cambio,1.0,1,2023,1
CUIDADOS POSTERIORES A LA CIRUGÍA PLÁSTICA DE LA CABEZA Y DEL CUELLO,CUIDADOS POSTERIORES A LA CIRUGÍA PLÁSTICA DE LA CABEZA Y DEL CUELLO,sin_cambio,1.0,1,2022,1
CUIDADOS POSTERIORES A LA CIRUGÍA PLÁSTICA DE LAS EXTREMIDADES INFERIORES,CUIDADOS POSTERIORES A LA CIRUGÍA PLÁSTICA DE LAS EXTREMIDADES INFERIORES,sin_cambio,1.0,1,2024,1
